"artists"                                                                          ,"explicit","genre"                               ,"lyric"                                                                                                                                     ,"musixmatch_rating","rank","title"
"BANDA LA COSTEÑA FT ABRAKADABRA FT LA VALENTIA"                                   ,""        ,"Brazilian"                           ,""                                                                                                                                          ,1.0                ,902   ,"EN REALIDAD"
"EL BEBETO"                                                                        ,0.0       ,""                                    ,"Lo legal es que te hubieras quedado conmigo
No me recuerdes que no había motivos
No digas cosas que me hagan llorar
No digas cosas que me hagan pedazos

Quiero pedirte perdón si un te amo
Morir por ti nunca estuvo planeado
Te necesito para respirar

Y lo legal es que después de todo lo vivido
Fue demasiado injusto haberte ido
...


 "                                                                                                ,23.0               ,903   ,"LO LEGAL"
"BANDA RANCHO VIEJO"                                                               ,""        ,""                                    ,""                                                                                                                                          ,""                 ,904   ,"LO QUE RECIBIRAS"
"JUAN SALAZAR"                                                                     ,""        ,""                                    ,""                                                                                                                                          ,11.0               ,905   ,"ONTAS"
"CHAYIN RUBIO"                                                                     ,0.0       ,"Latin / Regional Mexicano"           ,"Se olvidó de todos mis detalles
De cuando la visitaba en las tardes
Se olvidó de aquel ramo de rosas que le regalé

Y así sueno
Su compa'
Chayín Rubio

¿Y cómo poder olvidarla?
Si otros besos no saben igual
Sus caricias son inigualables
Y sus ojos no tienen rival

¿Y cómo poder olvidarla?
...


 "                                                                                              ,18.0               ,906   ,"SE OLVIDO"
"GRUPO JALADO"                                                                     ,0.0       ,"Latin"                               ,"Báilale
La Cumbia del Abonero

Y llegó su majestad, su majestad
Jalado
Jalado
Ay, ay, ay (Ay, ay, ay, ay, ay, ay)
Ay (Ay)

Ay
Llegó el abonero
Y llegó echando cueros
Llegó el abonero
Y llegó echando cueros

Con mi sonrisa de galán, mi moto pa' apantallar
...


 "                                                                                             ,18.0               ,907   ,"EL ABONERO"
"LOS RELAMPAGUITOS"                                                                ,""        ,""                                    ,""                                                                                                                                          ,""                 ,908   ,"DE LOS LABIOS PARA FUERA"
"KUMBIAMBEROS RS"                                                                  ,""        ,"Latin / Salsa y Tropical"            ,""                                                                                                                                          ,10.0               ,909   ,"LA PALOMA"
"EDWIN LUNA Y LA TRAKALOSA DE MONTERREY"                                           ,0.0       ,""                                    ,"No es tan fácil de explicar
Todo lo que mi alma siente
Es que mírate al espejo
Y verás que hermosa eres

Porque amores como el tuyo
No se ven todos los días
Eres la mezcla perfecta
De ternura y valentía

Eres una prueba de que existen los milagros hoy en día
Quien pudiera imaginar que cuatro letras dieran tanta vida
Y tú que estás conmigo desde que nací
Un reglo que ha caído desde el cielo
Para darme amor sincero
Siempre estás tú para mi
...


 "                                                                                  ,24.0               ,910   ,"Y LO PRIMERO QUE VI"
"LOS ANGELES AZULES, XIMENA SARIÑANA"                                              ,0.0       ,""                                    ,"Ta, ta-ta
Ta, ta-ta
Bom, bom, bom-bom-bom-bom
Bom, bom, bom-bom-bom-bom
Bom, bom, bom-bom-bom-bom
Bom, bom, bom-bom-bom-bom

Ahora más que nunca
Te necesito junto a mí
No abandones mi amor
Que me he entregado a ti, no podré sobrevivir
Necesito tu calor

Ahora más que nunca
Te necesito junto a mí
No abandones mi amor
Que me he entregado a ti, no podré sobrevivir
Necesito tu calor

...


 "                                                                                               ,25.0               ,911   ,"MIS SENTIMIENTOS"
"ARTURO JAIMES Y LOS CANTANTES FT EDWIN LUNA"                                      ,0.0       ,"Music"                               ,"Y llegó Arturo Jaime y Los Cantantes
Con Edwin Luna y La Trakalosa de Monterrey
Esto se va a descontrolar
Que nadie pare de bailar
Que nadie pare de pistear
Esto se va descontrolar

Que no pare la fiesta
Que siga el cotorreo
Para armar un despapaye
México es el primero

Las morritas más chulas
Están más que invitadas
Las cheves ya están listas
Que se arme la carne asada
Esto se va a descontrolar
Que nadie pare de bailar
Que nadie pare de pistear
Esto se va descontrolar

La fiesta está prendida
Las nenas quieren luchar
Tráeme otra de tequila
Que apenas entro en calor
...


 "                                                                                                  ,1.0                ,912   ,"ESTO SE VA A DESCONTROLAR"
